SampleID,Project,SampleName,PMID,Genotype,Ecotype,Tissue,TotalReads,UniqueMappedRate,ReleaseDate,TissueClean,VegetativeRepro,AboveBelow,AT1G01010,PC1,PC2
GSM3813855,PRJNA544417,Ws R3,31709383,wild type,Ws-0,rosette leaves,28124207,0.835,11/9/2019,Leaf,Vegetative,Above,8.960978,-23.84732270533396,-71.24655556727133
GSM3813856,PRJNA544417,ColxLer F1 R1,31709383,ColxLer,ColxLer,rosette leaves,27698675,0.863,11/9/2019,Leaf,Vegetative,Above,6.743308,-32.0075810170172,-66.4155953503762
GSM3813857,PRJNA544417,ColxLer F1 R2,31709383,ColxLer,ColxLer,rosette leaves,26485753,0.851,11/9/2019,Leaf,Vegetative,Above,7.389356,-26.684780159977894,-72.05225241724537
GSM3813858,PRJNA544417,ColxLer F1 R3,31709383,ColxLer,ColxLer,rosette leaves,24736583,0.853,11/9/2019,Leaf,Vegetative,Above,7.35522,-23.92428717107011,-71.80487505418435
GSM3813859,PRJNA544417,LerxCol F1 R1,31709383,LerxCol,LerxCol,rosette leaves,22108800,0.87,11/9/2019,Leaf,Vegetative,Above,7.831363,-28.19869065252617,-69.95769860881686
GSM3813860,PRJNA544417,LerxCol F1 R2,31709383,LerxCol,LerxCol,rosette leaves,28620789,0.868,11/9/2019,Leaf,Vegetative,Above,5.662121,-30.271736408740576,-69.89162832588795
GSM3813861,PRJNA544417,LerxCol F1 R3,31709383,LerxCol,LerxCol,rosette leaves,21467306,0.853,11/9/2019,Leaf,Vegetative,Above,9.732858,-26.294490180244953,-70.7438793694821
GSM3813862,PRJNA544417,WsxLer F1 R1,31709383,WsxLer,WsxLer,rosette leaves,23762078,0.8490000000000001,11/9/2019,Leaf,Vegetative,Above,6.789262,-21.81232938008844,-72.93156607792162
GSM3813863,PRJNA544417,WsxLer F1 R2,31709383,WsxLer,WsxLer,rosette leaves,22475491,0.823,11/9/2019,Leaf,Vegetative,Above,9.242248,-18.559769604991356,-70.26620006390588
GSM3813864,PRJNA544417,WsxLer F1 R3,31709383,WsxLer,WsxLer,rosette leaves,22913442,0.845,11/9/2019,Leaf,Vegetative,Above,9.052231,-16.50478151950547,-72.21008659820428
GSM3813865,PRJNA544417,LerxWs F1 R1,31709383,LerxWs,LerxWs,rosette leaves,21889538,0.8490000000000001,11/9/2019,Leaf,Vegetative,Above,7.867532,-15.08350832066759,-72.97450033464708
GSM3813866,PRJNA544417,LerxWs F1 R2,31709383,LerxWs,LerxWs,rosette leaves,23883302,0.851,11/9/2019,Leaf,Vegetative,Above,8.224912,-32.34357437192075,-65.34943214964417
GSM3813867,PRJNA544417,LerxWs F1 R3,31709383,LerxWs,LerxWs,rosette leaves,21543465,0.8440000000000001,11/9/2019,Leaf,Vegetative,Above,9.353987,-17.462148944459503,-65.90948296749444
GSM3813868,PRJNA544417,CL_HM1 R1,31709383,CL_HM1,Col x Ler,rosette leaves,22139896,0.867,11/9/2019,Leaf,Vegetative,Above,5.152891,-14.97759751261785,-81.53959041214307
GSM3813869,PRJNA544417,CL_HM1 R2,31709383,CL_HM1,Col x Ler,rosette leaves,23291334,0.8690000000000001,11/9/2019,Leaf,Vegetative,Above,6.285706,-19.599712909748074,-73.78458730780652
GSM3813870,PRJNA544417,CL_HM1 R3,31709383,CL_HM1,Col x Ler,rosette leaves,27223249,0.861,11/9/2019,Leaf,Vegetative,Above,9.351765,-26.407147504116512,-67.43740442720619
GSM3813871,PRJNA544417,CL_HM2 R1,31709383,CL_HM2,Col x Ler,rosette leaves,22112104,0.8590000000000001,11/9/2019,Leaf,Vegetative,Above,7.740367,-16.95291507222157,-77.54030501449262
GSM3813872,PRJNA544417,CL_HM2 R2,31709383,CL_HM2,Col x Ler,rosette leaves,21877104,0.861,11/9/2019,Leaf,Vegetative,Above,4.236903,-18.44683033318174,-78.01456789554567
GSM3813873,PRJNA544417,CL_HM2 R3,31709383,CL_HM2,Col x Ler,rosette leaves,21256258,0.866,11/9/2019,Leaf,Vegetative,Above,4.134058,-19.167028564320788,-77.74222962384516
GSM3813874,PRJNA544417,CL_HM3 R1,31709383,CL_HM3,Col x Ler,rosette leaves,22833608,0.8490000000000001,11/9/2019,Leaf,Vegetative,Above,9.710354,-19.68309740309598,-71.12848211614543
GSM3813875,PRJNA544417,CL_HM3 R2,31709383,CL_HM3,Col x Ler,rosette leaves,25467740,0.8540000000000001,11/9/2019,Leaf,Vegetative,Above,7.461599,-16.26509979255971,-78.8866780100827
GSM3813876,PRJNA544417,CL_HM3 R3,31709383,CL_HM3,Col x Ler,rosette leaves,23621506,0.86,11/9/2019,Leaf,Vegetative,Above,8.579247,-25.055767083703653,-65.18330374119624
GSM3813877,PRJNA544417,CL_HM4 R1,31709383,CL_HM4,Col x Ler,rosette leaves,20533066,0.855,11/9/2019,Leaf,Vegetative,Above,8.090425,-18.923733515907877,-74.40273071018576
GSM3813878,PRJNA544417,CL_HM4 R2,31709383,CL_HM4,Col x Ler,rosette leaves,23207887,0.8540000000000001,11/9/2019,Leaf,Vegetative,Above,11.149199,-15.731753027534607,-79.38852820421592
GSM3813879,PRJNA544417,CL_HM4 R3,31709383,CL_HM4,Col x Ler,rosette leaves,22653427,0.852,11/9/2019,Leaf,Vegetative,Above,11.210951,-17.719463303349674,-70.12177811935976
GSM3813880,PRJNA544417,CL_HM5 R1,31709383,CL_HM5,Col x Ler,rosette leaves,20537755,0.843,11/9/2019,Leaf,Vegetative,Above,5.804057,-9.087668926090059,-86.05098958514088
GSM3813881,PRJNA544417,CL_HM5 R2,31709383,CL_HM5,Col x Ler,rosette leaves,24439490,0.867,11/9/2019,Leaf,Vegetative,Above,8.04926,-14.020687279765355,-74.52510270591004
GSM3813882,PRJNA544417,CL_HM5 R3,31709383,CL_HM5,Col x Ler,rosette leaves,25801195,0.865,11/9/2019,Leaf,Vegetative,Above,7.267513,-23.791887030690678,-68.87870856184821
GSM3813883,PRJNA544417,CL_HM6 R1,31709383,CL_HM6,Col x Ler,rosette leaves,20750013,0.853,11/9/2019,Leaf,Vegetative,Above,9.053189,-24.64321940668162,-69.24192773309214
GSM3813884,PRJNA544417,CL_HM6 R2,31709383,CL_HM6,Col x Ler,rosette leaves,21389300,0.8640000000000001,11/9/2019,Leaf,Vegetative,Above,8.482816,-25.50565487327286,-79.7428765419191
GSM3813885,PRJNA544417,CL_HM6 R3,31709383,CL_HM6,Col x Ler,rosette leaves,22269361,0.865,11/9/2019,Leaf,Vegetative,Above,7.160442,-19.527329523356528,-77.22401324813329
GSM3813886,PRJNA544417,cl_sml1 R1,31709383,cl_sml1,Col x Ler,rosette leaves,22465946,0.865,11/9/2019,Leaf,Vegetative,Above,15.511527,-20.978621834824917,-53.08717350311544
GSM3813887,PRJNA544417,cl_sml1 R2,31709383,cl_sml1,Col x Ler,rosette leaves,20163690,0.856,11/9/2019,Leaf,Vegetative,Above,19.123657,-13.267490046493844,-56.61616717442018
GSM3813888,PRJNA544417,cl_sml1 R3,31709383,cl_sml1,Col x Ler,rosette leaves,21952581,0.865,11/9/2019,Leaf,Vegetative,Above,19.112139,-14.435427955049336,-56.471786505260035
GSM3813889,PRJNA544417,cl_sml2 R1,31709383,cl_sml2,Col x Ler,rosette leaves,22475798,0.87,11/9/2019,Leaf,Vegetative,Above,17.496712,-16.566370583680627,-63.80947823845315
GSM3813890,PRJNA544417,cl_sml2 R2,31709383,cl_sml2,Col x Ler,rosette leaves,26656545,0.866,11/9/2019,Leaf,Vegetative,Above,17.160658,-21.014044135068225,-52.99782316131006
GSM3813891,PRJNA544417,cl_sml2 R3,31709383,cl_sml2,Col x Ler,rosette leaves,22370858,0.866,11/9/2019,Leaf,Vegetative,Above,14.808349,-22.399732442545414,-58.585896116172115
GSM3813892,PRJNA544417,WL_HM1 R1,31709383,WL_HM1,WsxLer,rosette leaves,21519513,0.84,11/9/2019,Leaf,Vegetative,Above,6.634272,-15.332456455474588,-71.95715754199068
GSM3813893,PRJNA544417,WL_HM1 R2,31709383,WL_HM1,WsxLer,rosette leaves,26170665,0.843,11/9/2019,Leaf,Vegetative,Above,4.891902,-19.237592002071214,-73.30894679544217
GSM3813894,PRJNA544417,WL_HM1 R3,31709383,WL_HM1,WsxLer,rosette leaves,26478107,0.84,11/9/2019,Leaf,Vegetative,Above,5.450637,-22.596029374182592,-71.00590657566417
GSM3813895,PRJNA544417,WL_HM2 R1,31709383,WL_HM2,WsxLer,rosette leaves,23583140,0.84,11/9/2019,Leaf,Vegetative,Above,3.707927,-21.78216393081654,-66.60332796680434
GSM3813896,PRJNA544417,WL_HM2 R2,31709383,WL_HM2,WsxLer,rosette leaves,24415167,0.8420000000000001,11/9/2019,Leaf,Vegetative,Above,5.410659,-17.192669753890556,-74.60147524993316
GSM3813897,PRJNA544417,WL_HM2 R3,31709383,WL_HM2,WsxLer,rosette leaves,22737788,0.846,11/9/2019,Leaf,Vegetative,Above,5.916215,-15.096215551352982,-76.37340909950845
GSM3813898,PRJNA544417,WL_HM3 R1,31709383,WL_HM3,WsxLer,rosette leaves,22589870,0.8370000000000001,11/9/2019,Leaf,Vegetative,Above,7.150857,-21.055509907354885,-67.39444439695163
GSM3813899,PRJNA544417,WL_HM3 R2,31709383,WL_HM3,WsxLer,rosette leaves,20831494,0.841,11/9/2019,Leaf,Vegetative,Above,6.271942,-11.748694579106276,-75.38109703644798
GSM3813900,PRJNA544417,WL_HM3 R3,31709383,WL_HM3,WsxLer,rosette leaves,23857466,0.8420000000000001,11/9/2019,Leaf,Vegetative,Above,12.314916,-13.491220699134686,-55.12685041922952
GSM3813901,PRJNA544417,WL_HM4 R1,31709383,WL_HM4,WsxLer,rosette leaves,25018134,0.841,11/9/2019,Leaf,Vegetative,Above,7.600413,-21.591040204330994,-69.41893923885566
GSM3813902,PRJNA544417,WL_HM4 R2,31709383,WL_HM4,WsxLer,rosette leaves,25792121,0.843,11/9/2019,Leaf,Vegetative,Above,5.895583,-22.387785304502604,-70.16784170132884
GSM3813903,PRJNA544417,WL_HM4 R3,31709383,WL_HM4,WsxLer,rosette leaves,23920050,0.8290000000000001,11/9/2019,Leaf,Vegetative,Above,5.083441,-13.360267915263632,-81.77835626621655
GSM3813904,PRJNA544417,WL_HM5 R1,31709383,WL_HM5,WsxLer,rosette leaves,21849369,0.841,11/9/2019,Leaf,Vegetative,Above,5.791004,-18.552027060388653,-71.29067565492072
GSM3813905,PRJNA544417,WL_HM5 R2,31709383,WL_HM5,WsxLer,rosette leaves,26927961,0.841,11/9/2019,Leaf,Vegetative,Above,7.656307,-19.81330027652898,-73.75110220537015
GSM3813906,PRJNA544417,WL_HM5 R3,31709383,WL_HM5,WsxLer,rosette leaves,25009496,0.836,11/9/2019,Leaf,Vegetative,Above,4.314768,-18.946752287162262,-76.63476729096483
GSM3813907,PRJNA544417,WL_HM6 R1,31709383,WL_HM6,WsxLer,rosette leaves,23640296,0.835,11/9/2019,Leaf,Vegetative,Above,8.428264,-17.19740145023572,-70.72965570008971
GSM3813908,PRJNA544417,WL_HM6 R2,31709383,WL_HM6,WsxLer,rosette leaves,25840657,0.835,11/9/2019,Leaf,Vegetative,Above,8.920067,-31.319983951036352,-57.68349935486707
GSM3813909,PRJNA544417,WL_HM6 R3,31709383,WL_HM6,WsxLer,rosette leaves,25326333,0.843,11/9/2019,Leaf,Vegetative,Above,4.837838,-18.877449455516974,-74.77422580927406
GSM3813910,PRJNA544417,WL_HM7 R1,31709383,WL_HM7,WsxLer,rosette leaves,25009689,0.84,11/9/2019,Leaf,Vegetative,Above,8.501742,-25.98294192637496,-57.255213291931256
GSM3813911,PRJNA544417,WL_HM7 R2,31709383,WL_HM7,WsxLer,rosette leaves,23555873,0.835,11/9/2019,Leaf,Vegetative,Above,7.597569,-21.85703623189201,-67.0425894563374
GSM3813912,PRJNA544417,WL_HM7 R3,31709383,WL_HM7,WsxLer,rosette leaves,22921074,0.85,11/9/2019,Leaf,Vegetative,Above,5.180832,-14.914683457371117,-77.04280941495188
GSM3813913,PRJNA544417,wl_sml1 R1,31709383,wl_sml1,WsxLer,rosette leaves,21359964,0.8440000000000001,11/9/2019,Leaf,Vegetative,Above,11.999522,-16.35826010375994,-61.481351290298335
GSM3813914,PRJNA544417,wl_sml1 R2,31709383,wl_sml1,WsxLer,rosette leaves,23383624,0.855,11/9/2019,Leaf,Vegetative,Above,12.653845,-15.95634595596076,-58.482569428961035
GSM3813915,PRJNA544417,wl_sml1 R3,31709383,wl_sml1,WsxLer,rosette leaves,23502814,0.846,11/9/2019,Leaf,Vegetative,Above,12.644372,-14.226320466354453,-58.88455965396342
GSM3813916,PRJNA544417,wl_sml2 R1,31709383,wl_sml2,WsxLer,rosette leaves,23505190,0.8540000000000001,11/9/2019,Leaf,Vegetative,Above,15.287927,-13.55446928358397,-60.95709472638107
GSM3813917,PRJNA544417,wl_sml2 R2,31709383,wl_sml2,WsxLer,rosette leaves,26426620,0.861,11/9/2019,Leaf,Vegetative,Above,15.134964,-14.108042341370409,-58.34139978012618
GSM3813918,PRJNA544417,wl_sml2 R3,31709383,wl_sml2,WsxLer,rosette leaves,23971393,0.8490000000000001,11/9/2019,Leaf,Vegetative,Above,18.175413,-14.009457828075181,-59.37087745502559
SRX5892119,PRJNA544568,LNA4-AS,31812691,Other,Col-0,stem,24634531,0.922,11/3/2019,Shoot,Vegetative,Above,37.529751,-30.369717093458334,7.582523577125264
SRX5892123,PRJNA544568,LNA6-AS,31812691,Other,Col-0,stem,20556249,0.917,11/3/2019,Shoot,Vegetative,Above,49.053234,-11.979443613726827,36.888663337101896
SRX5892124,PRJNA544568,LNA5-AS,31812691,Other,Col-0,stem,24257854,0.93,11/3/2019,Shoot,Vegetative,Above,29.339912,-31.76610747792542,5.227351009139575
SRX5900575,PRJNA544786,SR-3,Other,MYB49SR,Col-0,seedlings,21822616,0.917,5/25/2019,Seedling,WholePlant,WholePlant,17.470146,-32.82887559707999,19.794735311072177
SRX5900576,PRJNA544786,OX-2,Other,MYB49OX,Col-0,seedlings,21776830,0.912,5/25/2019,Seedling,WholePlant,WholePlant,16.42392,-39.28351654648489,32.755110400987974
SRX5900577,PRJNA544786,OX-3,Other,MYB49OX,Col-0,seedlings,21822719,0.909,5/25/2019,Seedling,WholePlant,WholePlant,15.433311,-35.80719272773257,32.77455238210983
SRX5900578,PRJNA544786,SR-1,Other,MYB49SR,Col-0,seedlings,21806313,0.916,5/25/2019,Seedling,WholePlant,WholePlant,20.161629,-31.214322993111868,19.381224499372344
SRX5900579,PRJNA544786,SR-2,Other,MYB49SR,Col-0,seedlings,21821504,0.918,5/25/2019,Seedling,WholePlant,WholePlant,20.279327,-30.95856834469938,19.798794482045086
SRX5900580,PRJNA544786,col-0-1,Other,wild type,Col-0,seedlings,21812202,0.922,5/25/2019,Seedling,WholePlant,WholePlant,15.302256,-36.622283595270666,17.171651484521995
SRX5900581,PRJNA544786,col-0-2,Other,wild type,Col-0,seedlings,21788238,0.92,5/25/2019,Seedling,WholePlant,WholePlant,13.214876,-26.471094922114546,15.929809757344069
SRX5900582,PRJNA544786,col-0-3,Other,wild type,Col-0,seedlings,21778182,0.923,5/25/2019,Seedling,WholePlant,WholePlant,13.492569,-28.363119589939014,16.84295222625769
SRX5900583,PRJNA544786,OX-1,Other,MYB49OX,Col-0,seedlings,21785423,0.9,5/25/2019,Seedling,WholePlant,WholePlant,12.515222,-27.637585343293782,32.126672316136414
SRX5903074,PRJNA544879,saltMYB70OX3_1,Other,MYB70OX*,Col-0,seedlings,21805786,0.907,9/7/2019,Seedling,WholePlant,WholePlant,24.395714,-11.782832683701798,10.246459170358758
SRX5903075,PRJNA544879,saltck3_1,Other,wild type,Col-0,seedlings,21778182,0.923,9/7/2019,Seedling,WholePlant,WholePlant,13.492555,-28.38142612721329,16.816418606754837
SRX5903076,PRJNA544879,saltmyb70b1_1,Other,myb70*,Col-0,seedlings,21894946,0.912,9/7/2019,Seedling,WholePlant,WholePlant,13.284921,-33.17575326220044,17.49933755492425
SRX5903077,PRJNA544879,saltck1_1,Other,wild type,Col-0,seedlings,21812202,0.922,9/7/2019,Seedling,WholePlant,WholePlant,15.302386,-36.64452804812796,17.194614170643884
SRX5903078,PRJNA544879,saltck2_1,Other,wild type,Col-0,seedlings,21788238,0.92,9/7/2019,Seedling,WholePlant,WholePlant,13.214812,-26.458279354637714,15.92751623104324
SRX5903079,PRJNA544879,saltMYB70OX1_1,Other,MYB70OX*,Col-0,seedlings,21780475,0.909,9/7/2019,Seedling,WholePlant,WholePlant,24.800224,-12.856621309771752,9.255878382302994
SRX5903080,PRJNA544879,saltMYB70OX2_1,Other,MYB70OX*,Col-0,seedlings,21790432,0.909,9/7/2019,Seedling,WholePlant,WholePlant,25.074682,-12.619576804128368,9.573713758596092
SRX5903081,PRJNA544879,saltmyb70b2_1,Other,myb70*,Col-0,seedlings,21732195,0.919,9/7/2019,Seedling,WholePlant,WholePlant,14.573117,-35.188471330299855,18.466375870368516
SRX5903082,PRJNA544879,saltmyb70b3_1,Other,myb70*,Col-0,seedlings,21797123,0.919,9/7/2019,Seedling,WholePlant,WholePlant,17.052214,-35.363664448162474,19.00581877314448
GSM3820018,PRJNA545224,1-Col-0,Other,wild type,Col-0,Aerial parts of seedlings,17340525,0.942,7/2/2019,Seedling,WholePlant,WholePlant,10.114077,-46.49406338527826,19.653886655559717
GSM3820019,PRJNA545224,2-Col-0,Other,wild type,Col-0,Aerial parts of seedlings,16384961,0.962,7/2/2019,Seedling,WholePlant,WholePlant,8.408379,-46.25118134749614,22.65705668165983
GSM3820020,PRJNA545224,3-Col-0,Other,wild type,Col-0,Aerial parts of seedlings,14862471,0.947,7/2/2019,Seedling,WholePlant,WholePlant,9.4068,-44.26566614434324,21.180876045384895
GSM3820021,PRJNA545224,1-snl12345,Other,snl1/2/3/4/5 quintuple mutant,Col-0,Aerial parts of seedlings,14670130,0.934,7/2/2019,Seedling,WholePlant,WholePlant,9.057339,-48.057461099101936,35.23622257841585
GSM3820022,PRJNA545224,2-snl12345,Other,snl1/2/3/4/5 quintuple mutant,Col-0,Aerial parts of seedlings,17432771,0.96,7/2/2019,Seedling,WholePlant,WholePlant,8.908173,-53.38415935889961,27.723840120496735
GSM3820023,PRJNA545224,3-snl12345,Other,snl1/2/3/4/5 quintuple mutant,Col-0,Aerial parts of seedlings,14832635,0.964,7/2/2019,Seedling,WholePlant,WholePlant,8.394068,-44.36656525273597,18.261163446468125
GSM2810584,PRJNA545515,PET111:GFP-negative cells 4 days,31811116,PET111:GFP,Other,root,21103171,0.805,10/16/2019,Root,Vegetative,Below,88.536697,13.166049350318593,171.61484250512214
GSM2810586,PRJNA545515,PET111:GFP-negative cells 4 days 8 hours,31811116,PET111:GFP,Other,root,11237266,0.795,10/16/2019,Root,Vegetative,Below,81.049065,14.13847260981697,174.19041656989248
GSM2810587,PRJNA545515,PET111:GFP-negative cells 4 days 8 hours,31811116,PET111:GFP,Other,root,13570817,0.8079999999999999,10/16/2019,Root,Vegetative,Below,78.291283,7.287226594535587,172.72350146009464
GSM2810588,PRJNA545515,PET111:GFP-negative cells 4 days 16 hours,31811116,PET111:GFP,Other,root,24158555,0.7509999999999999,10/16/2019,Root,Vegetative,Below,66.430153,12.998086559633359,174.45072343396086
GSM2810590,PRJNA545515,PET111:GFP-negative cells 4 days 16 hours,31811116,PET111:GFP,Other,root,12527929,0.7829999999999999,10/16/2019,Root,Vegetative,Below,65.332893,13.564743646742482,174.3790358532163
GSM2810591,PRJNA545515,PET111:GFP-negative cells 5 days,31811116,PET111:GFP,Other,root,14158433,0.8,10/16/2019,Root,Vegetative,Below,80.730286,11.036354469604117,173.5989179605644
GSM2810595,PRJNA545515,PET111:GFP-negative cells 5 days 8 hours,31811116,PET111:GFP,Other,root,16951660,0.8029999999999999,10/16/2019,Root,Vegetative,Below,70.20507,8.835775051170234,173.62269274800485
GSM2810596,PRJNA545515,PET111:GFP-negative cells 5 days 8 hours,31811116,PET111:GFP,Other,root,20774123,0.753,10/16/2019,Root,Vegetative,Below,63.158604,2.740326322097575,176.19828786095428
GSM2810599,PRJNA545515,PET111:GFP-negative cells 6 days,31811116,PET111:GFP,Other,root,17827010,0.7959999999999999,10/16/2019,Root,Vegetative,Below,61.455681,6.104171437446785,172.2906280648857
GSM2810600,PRJNA545515,PET111:GFP-negative cells 6 days,31811116,PET111:GFP,Other,root,16371917,0.7979999999999999,10/16/2019,Root,Vegetative,Below,63.904938,11.075441378447637,173.60234647032271
GSM2810601,PRJNA545515,PET111:GFP-negative cells 6 days,31811116,PET111:GFP,Other,root,14791449,0.7979999999999999,10/16/2019,Root,Vegetative,Below,74.093117,25.270671302755122,173.68132519807213
GSM3834758,PRJNA545711,Mature leaf,31792150,wild type,Col-0,leaves no. 5-6th darkened for 5 days,40426876,0.762,12/30/2019,Leaf,Vegetative,Above,19.024569,1.243337569972055,-25.346080116835417
GSM3834759,PRJNA545711,Mature leaf,31792150,wild type,Col-0,leaves no. 5-6th darkened for 5 days,39865848,0.8270000000000001,12/30/2019,Leaf,Vegetative,Above,20.524422,1.3252582557464097,-25.812629563314673
SRX5944283,PRJNA545720,camta3_1.fastq,Other,camta3 mutant,Col-0,whole seedlings,163235,0.759,5/31/2019,Seedling,WholePlant,WholePlant,0.0,363.06484500870073,-26.48808341775983
SRX5979116,PRJNA546127,WT-2,Other,wild type,Col-0,leaf,14965056,0.919,1/5/2020,Leaf,Vegetative,Above,8.611916,2.3189602798295645,-74.26270109696621
SRX5979117,PRJNA546127,WT-3,Other,wild type,Col-0,leaf,17651461,0.915,1/5/2020,Leaf,Vegetative,Above,8.005218,-3.255536994874147,-73.82601139264648
SRX5979118,PRJNA546127,Control-2,Other,Other,Col-0,leaf,10682381,0.937,1/5/2020,Leaf,Vegetative,Above,12.088368,-5.16549118005943,-70.5785788784314
SRX5979119,PRJNA546127,Control-3,Other,Other,Col-0,leaf,18972136,0.936,1/5/2020,Leaf,Vegetative,Above,15.472494,-14.789030052337555,-55.27705701747209
SRX5979120,PRJNA546127,Wound-1,Other,Other,Col-0,leaf,16268402,0.937,1/5/2020,Leaf,Vegetative,Above,12.88934,-8.394413686713465,-60.00021807695362
SRX5979121,PRJNA546127,Wound-2,Other,Other,Col-0,leaf,8968823,0.935,1/5/2020,Leaf,Vegetative,Above,12.377884,2.950257464802882,-65.12105222324693
SRX5979122,PRJNA546127,AtMYB46-1,Other,Other,Col-0,leaf,15162794,0.94,1/5/2020,Leaf,Vegetative,Above,40.119961,-18.631398176020248,-43.86085944173111
SRX5979123,PRJNA546127,AtMYB46-2,Other,Other,Col-0,leaf,16027346,0.94,1/5/2020,Leaf,Vegetative,Above,35.597492,-18.838594230334614,-52.17113592028063
SRX5979124,PRJNA546127,AtMYB46-3,Other,Other,Col-0,leaf,12868058,0.9,1/5/2020,Leaf,Vegetative,Above,26.969936,-12.755515948479008,-59.781424385171476
SRX5979125,PRJNA546127,Control-1,Other,Other,Col-0,leaf,14652504,0.94,1/5/2020,Leaf,Vegetative,Above,11.853477,-9.310453345734837,-67.91229773240127
SRX5979126,PRJNA546127,Wound-3,Other,Other,Col-0,leaf,13317938,0.928,1/5/2020,Leaf,Vegetative,Above,14.054373,-4.763000570080837,-62.5861309168909
SRX5979127,PRJNA546127,WT-1,Other,wild type,Col-0,leaf,12688650,0.906,1/5/2020,Leaf,Vegetative,Above,8.150764,4.687481457724865,-77.02287906579463
GSM3851780,PRJNA546251,Col_WL2,31571300,Wild type,Col-0,Whole seedlings,21705487,0.816,2/20/2020,Seedling,WholePlant,WholePlant,16.508623,-50.491035617446705,63.00287750368178
GSM3851781,PRJNA546251,Col_WL3,31571300,Wild type,Col-0,Whole seedlings,32209849,0.867,2/20/2020,Seedling,WholePlant,WholePlant,15.355652,-56.20832662621231,60.9271317239879
GSM3851782,PRJNA546251,Col_6h1,31571300,Wild type,Col-0,Whole seedlings,27175877,0.892,2/20/2020,Seedling,WholePlant,WholePlant,13.974187,-51.8777772989815,44.761441517628214
GSM3851783,PRJNA546251,Col_6h2,31571300,Wild type,Col-0,Whole seedlings,28704333,0.856,2/20/2020,Seedling,WholePlant,WholePlant,13.340036,-52.46405772028884,39.823079809743874
GSM3851784,PRJNA546251,Col_6h3,31571300,Wild type,Col-0,Whole seedlings,28877796,0.879,2/20/2020,Seedling,WholePlant,WholePlant,13.428942,-51.95412307414366,36.5665124596898
GSM3851785,PRJNA546251,uvr8-6_wl1,31571300,uvr8-6,Col-0,Whole seedlings,24865989,0.883,2/20/2020,Seedling,WholePlant,WholePlant,14.66363,-54.03837957754173,61.69879901197145
GSM3851786,PRJNA546251,uvr8-6_wl2,31571300,uvr8-6,Col-0,Whole seedlings,28893663,0.863,2/20/2020,Seedling,WholePlant,WholePlant,15.394026,-57.776479068563205,70.18480722603881
GSM3851787,PRJNA546251,uvr8-6_wl3,31571300,uvr8-6,Col-0,Whole seedlings,25817736,0.877,2/20/2020,Seedling,WholePlant,WholePlant,13.859329,-56.75052314519741,62.11020066926574
GSM3851788,PRJNA546251,uvr8-6_6h1,31571300,uvr8-6,Col-0,Whole seedlings,16585389,0.89,2/20/2020,Seedling,WholePlant,WholePlant,15.27951,-45.67480067919968,55.69977837670256
GSM3851789,PRJNA546251,uvr8-6_6h2,31571300,uvr8-6,Col-0,Whole seedlings,28170409,0.85,2/20/2020,Seedling,WholePlant,WholePlant,23.851561,-55.3445718884138,67.47182816059089
GSM3851790,PRJNA546251,uvr8-6_6h3,31571300,uvr8-6,Col-0,Whole seedlings,25856085,0.8490000000000001,2/20/2020,Seedling,WholePlant,WholePlant,19.017902,-56.85191382693278,61.461185797838596
GSM3851791,PRJNA546251,pif45_wl1,31571300,pif4-101 pif5-1,Col-0,Whole seedlings,25320069,0.868,2/20/2020,Seedling,WholePlant,WholePlant,12.180886,-53.058351811666164,54.26937813667986
GSM3851792,PRJNA546251,pif45_wl2,31571300,pif4-101 pif5-1,Col-0,Whole seedlings,29439337,0.861,2/20/2020,Seedling,WholePlant,WholePlant,15.63176,-53.97537697662827,64.37473136134642
GSM3851793,PRJNA546251,pif45_wl3,31571300,pif4-101 pif5-1,Col-0,Whole seedlings,33431527,0.8440000000000001,2/20/2020,Seedling,WholePlant,WholePlant,15.403875,-58.22450249499756,58.22821351687685
SRX6035694,PRJNA546454,At-YD-17,Other,YlDGAT2 transgenic,Col-0,mature leaf,29573036,0.872,6/11/2019,Leaf,Vegetative,Above,11.046078,-21.31418697770345,-42.78740228461744
SRX6035695,PRJNA546454,At-WT,Other,wild type,Col-0,mature leaf,26157160,0.872,6/11/2019,Leaf,Vegetative,Above,9.91374,-24.204397337326316,-47.053190356798346
GSM3854926,PRJNA546597,Dark4-1 total RNA,31560104,Other,Col-0,primary root,34679964,0.758,9/26/2019,Root,Vegetative,Below,41.453175,-10.409053654170371,149.61023691467713
GSM3854927,PRJNA546597,Dark4-2 total RNA,31560104,Other,Col-0,primary root,32819578,0.757,9/26/2019,Root,Vegetative,Below,41.011673,-6.5965021878923835,158.87009980835876
GSM3854928,PRJNA546597,Dark7-1 total RNA,31560104,Other,Col-0,primary root,34060486,0.78,9/26/2019,Root,Vegetative,Below,43.976585,5.321770644337652,132.52949751406638
GSM3854929,PRJNA546597,Dark7-2 total RNA,31560104,Other,Col-0,primary root,35449695,0.7709999999999999,9/26/2019,Root,Vegetative,Below,50.156185,1.719271335293326,135.91455632035607
GSM3854930,PRJNA546597,Light4-1 total RNA,31560104,Other,Col-0,primary root,36756945,0.779,9/26/2019,Root,Vegetative,Below,28.875729,-34.954494484704405,161.58390373726579
GSM3854931,PRJNA546597,Light4-2 total RNA,31560104,Other,Col-0,primary root,34253556,0.784,9/26/2019,Root,Vegetative,Below,31.683531,-29.878153341225403,166.69905747053264
